procedure_name_en,actual_worth,procedure_year,property_type_en,procedure_id,procedure_area,property_sub_type_id,procedure_number,procedure_name_ar,instance_date,area_name_en,property_type_ar,area_id,load_timestamp,property_type_id,area_name_ar,property_sub_type_en,actual_area,row_status_code,property_sub_type_ar,property_total_value
"Property Evaluation","35000000","2024","Land","24","907.94","62","8302","تقييم عقار","2024-12-11 00:00:00","Hor Al Anz","ارض","233","2026-02-26 17:09:23","1","هور العنز","Commercial","907.94","COMPLETED","تجارية","35000000"
"Property Evaluation","1500000","2025","Unit","24","37.72","112","7430","تقييم عقار","2025-11-12 00:00:00","World Islands","وحدة","413","2026-02-26 17:09:23","3","جزر العالم","Hotel Rooms","37.72","COMPLETED","غرفة فندقية","1500000"
"Property Evaluation","32000000","2012","Land","24","933.02","62","943","تقييم عقار","2012-06-04 00:00:00","Al Raffa","ارض","267","2026-02-26 17:09:23","1","الرفاعه","Commercial","933.03","COMPLETED","تجارية","32000000"
"Property Evaluation","14644394","2023","Land","24","6802.55","null","7989","تقييم عقار","2023-10-04 00:00:00","Al Khawaneej Second","ارض","397","2026-02-26 17:09:23","1","الخوانيج الثانية","null","11302.56","COMPLETED","null","14644394"
"Property Evaluation","2054398","2023","Land","24","636.2","63","5054","تقييم عقار","2023-06-06 00:00:00","Wadi Al Safa 5","ارض","467","2026-02-26 17:09:23","1","وادي الصفا 5","Residential","636.2","COMPLETED","سكنية","2054398"
"Property Evaluation","1062181","2018","Unit","24","98.68","42","5100","تقييم عقار","2018-08-12 00:00:00","Business Bay","وحدة","526","2026-02-26 17:09:23","3","الخليج التجارى","Office","98.68","COMPLETED","مكتب","1062181"
"Property Evaluation","12095986","2020","Land","24","749.17","62","1798","تقييم عقار","2020-07-15 00:00:00","Al Muteena","ارض","249","2026-02-26 17:09:23","1","المطينه","Commercial","749.17","COMPLETED","تجارية","12095986"
"Property Evaluation","2201309.46","2023","Building","24","289.7","4","9816","تقييم عقار","2023-12-13 00:00:00","Al Yelayiss 1","مبنى","506","2026-02-26 17:09:23","2","اليلايس 1","Villa","289.7","COMPLETED","فيلا","2201309.46"
"Property Evaluation","1295806.61","2023","Unit","24","127.97","60","2252","تقييم عقار","2023-03-21 00:00:00","Business Bay","وحدة","526","2026-02-26 17:09:23","3","الخليج التجارى","Flat","127.97","COMPLETED","شقه سكنيه","1295806.61"
"Property Evaluation","25000000","2014","Land","24","1852.67","65","1651","تقييم عقار","2014-03-27 00:00:00","Al Khabeesi","ارض","247","2026-02-26 17:09:23","1","الخبيصى","Industrial","1858.06","COMPLETED","صناعية","25000000"
"Property Evaluation","20000000","2013","Land","24","696.77","63","856","تقييم عقار","2013-03-14 00:00:00","Al Bada","ارض","276","2026-02-26 17:09:23","1","البدع","Residential","696.77","COMPLETED","سكنية","20000000"
"Property Evaluation","9200000","2024","Land","24","825.37","34","4659","تقييم عقار","2024-07-08 00:00:00","Me'Aisem Second","ارض","486","2026-02-26 17:09:23","1","معيصم الثانية","General Use","825.37","COMPLETED","متعددة الإستخدامات","9200000"
"Property Evaluation","28000000","2016","Land","24","381.83","62","622","تقييم عقار","2016-02-07 00:00:00","Al Mararr","ارض","339","2026-02-26 17:09:23","1","المرر","Commercial","381.83","COMPLETED","تجارية","28000000"
"Property Evaluation","1798757","2020","Land","24","928.39","null","3557","تقييم عقار","2020-12-27 00:00:00","Saih Shuaib 1","ارض","480","2026-02-26 17:09:23","1","سيح شعيب 1","null","928.39","COMPLETED","null","1798757"
"Property Evaluation","1750016","2022","Land","24","232.26","63","2224","تقييم عقار","2022-06-20 00:00:00","Al Bada","ارض","276","2026-02-26 17:09:23","1","البدع","Residential","232.26","COMPLETED","سكنية","1750016"
"Property Evaluation","33271258","2022","Land","24","4415.72","62","5800","تقييم عقار","2022-12-26 00:00:00","Me'Aisem First","ارض","485","2026-02-26 17:09:23","1","معيصم الأول","Commercial","4415.72","COMPLETED","تجارية","33271258"
"Property Evaluation","14011885","2017","Land","24","929.82","null","6796","تقييم عقار","2017-11-01 00:00:00","Al Satwa","ارض","266","2026-02-26 17:09:23","1","السطوه","null","929.82","COMPLETED","null","14011885"
"Property Evaluation","49804867","2024","Land","24","3305.02","62","3730","تقييم عقار","2024-05-31 00:00:00","Al Raffa","ارض","267","2026-02-26 17:09:23","1","الرفاعه","Commercial","3305.4","COMPLETED","تجارية","49804867"
"Property Evaluation","12000000","2012","Land","24","2787.09","4","1708","تقييم عقار","2012-09-26 00:00:00","Al Barshaa South First","ارض","415","2026-02-26 17:09:23","1","البرشاء جنوب الاولى","Villa","6330.21","COMPLETED","فيلا","12000000"
"Property Evaluation","95000000","2026","Land","24","4386.88","63","568","تقييم عقار","2026-01-23 00:00:00","Jumeirah First","ارض","317","2026-02-26 17:09:23","1","جميرا الاولى","Residential","4386.88","COMPLETED","سكنية","95000000"
"Property Evaluation","787773000","2014","Land","24","20910.44","62","1920","تقييم عقار","2014-04-17 00:00:00","Burj Khalifa","ارض","390","2026-02-26 17:09:23","1","برج خليفة","Commercial","20910.44","COMPLETED","تجارية","787773000"
"Property Evaluation","6200000","2014","Land","24","1393.55","63","1577","تقييم عقار","2014-03-26 00:00:00","Nad Al Hamar","ارض","264","2026-02-26 17:09:23","1","ند الحمر","Residential","1393.57","COMPLETED","سكنية","6200000"
"Property Evaluation","3271778.68","2025","Unit","24","123.1","60","3084","تقييم عقار","2025-05-15 00:00:00","Marsa Dubai","وحدة","330","2026-02-26 17:09:23","3","مرسى دبي","Flat","123.1","COMPLETED","شقه سكنيه","3271778.68"
"Property Evaluation","10750","2011","Land","24","19.97","26","1484","تقييم عقار","2011-11-03 00:00:00","Al Hebiah Fifth","ارض","451","2026-02-26 17:09:23","1","الحبيه الخامسة","Electricity Station","19.97","COMPLETED","محول كهرباء","10750"
"Property Evaluation","9462466.5","2011","Land","24","1953.97","62","1186","تقييم عقار","2011-09-08 00:00:00","Palm Jumeirah","ارض","410","2026-02-26 17:09:23","1","نخلة جميرا","Commercial","1953.97","COMPLETED","تجارية","9462466.5"
"Property Evaluation","944478","2019","Unit","24","125.35","60","3309","تقييم عقار","2019-09-29 00:00:00","Al Hebiah Fourth","وحدة","435","2026-02-26 17:09:23","3","الحبيه الرابعة","Flat","125.35","COMPLETED","شقه سكنيه","944478"
"Property Evaluation","59756178","2022","Land","24","37010.24","63","3078","تقييم عقار","2022-08-30 00:00:00","Wadi Al Safa 5","ارض","467","2026-02-26 17:09:23","1","وادي الصفا 5","Residential","37010.24","COMPLETED","سكنية","59756178"
"Property Evaluation","8500000","2010","Land","24","527.13","62","873","تقييم عقار","2010-06-02 00:00:00","Al Murqabat","ارض","244","2026-02-26 17:09:23","1","المرقبات","Commercial","527.13","COMPLETED","تجارية","8500000"
"Property Evaluation","749013","2014","Unit","24","74.82","60","3705","تقييم عقار","2014-08-12 00:00:00","Al Barsha South Fourth","وحدة","441","2026-02-26 17:09:23","3","البرشاء جنوب الرابعة","Flat","74.82","COMPLETED","شقه سكنيه","749013"
"Property Evaluation","650000","2004","Land","24","232.26","62","226","تقييم عقار","2004-03-31 00:00:00","Abu Hail","ارض","230","2026-02-26 17:09:23","1","ابو هيل","Commercial","232","COMPLETED","تجارية","650000"
"Property Evaluation","22553922","2021","Land","24","2095.33","62","1150","تقييم عقار","2021-03-21 00:00:00","AL TWAR FIFTH","ارض","357","2026-02-26 17:09:23","1","الطوار الخامسة","Commercial","2095.34","COMPLETED","تجارية","22553922"
"Property Evaluation","27230944","2017","Land","24","843.28","63","6565","تقييم عقار","2017-10-24 00:00:00","Naif","ارض","362","2026-02-26 17:09:23","1","نايف","Residential","843.28","COMPLETED","سكنية","27230944"
"Property Evaluation","50000000","2009","Land","24","2672.73","null","754","تقييم عقار","2009-08-26 00:00:00","Al Hudaiba","ارض","365","2026-02-26 17:09:23","1","الحضيبه","null","2672.73","COMPLETED","null","50000000"
"Property Evaluation","2059767.95","2023","Building","24","200.99","4","1727","تقييم عقار","2023-03-02 00:00:00","Al Barsha South Fourth","مبنى","441","2026-02-26 17:09:23","2","البرشاء جنوب الرابعة","Villa","200.99","COMPLETED","فيلا","2059767.95"
"Property Evaluation","8000000","2023","Land","24","1111.12","62","2169","تقييم عقار","2023-03-17 00:00:00","Al Thanyah Fifth","ارض","350","2026-02-26 17:09:23","1","الثنيه الخامسة","Commercial","1111.12","COMPLETED","تجارية","8000000"
"Property Evaluation","107442200","2014","Land","24","4339.9","62","5066","تقييم عقار","2014-11-18 00:00:00","Al Murqabat","ارض","244","2026-02-26 17:09:23","1","المرقبات","Commercial","4339.87","COMPLETED","تجارية","107442200"
"Property Evaluation","625000","2015","Unit","24","48.48","42","3848","تقييم عقار","2015-07-28 00:00:00","Business Bay","وحدة","526","2026-02-26 17:09:23","3","الخليج التجارى","Office","48.48","COMPLETED","مكتب","625000"
"Property Evaluation","40358705","2023","Land","24","2999.56","63","3330","تقييم عقار","2023-05-09 00:00:00","Business Bay","ارض","526","2026-02-26 17:09:23","1","الخليج التجارى","Residential","2999.56","COMPLETED","سكنية","40358705"
"Property Evaluation","23999966","2024","Land","24","2787.09","63","8099","تقييم عقار","2024-11-29 00:00:00","Jumeirah Third","ارض","318","2026-02-26 17:09:23","1","جميرا الثالثه","Residential","2787.09","COMPLETED","سكنية","23999966"
"Property Evaluation","838378","2018","Unit","24","97.36","42","5320","تقييم عقار","2018-09-03 00:00:00","Nad Al Shiba","وحدة","285","2026-02-26 17:09:23","3","ند الشبا","Office","97.36","COMPLETED","مكتب","838378"
"Property Evaluation","6144800","2015","Land","24","1427.18","63","4359","تقييم عقار","2015-08-31 00:00:00","Mirdif","ارض","232","2026-02-26 17:09:23","1","مردف","Residential","1427.18","COMPLETED","سكنية","6144800"
"Property Evaluation","2905488","2018","Unit","24","245.39","42","3409","تقييم عقار","2018-05-21 00:00:00","Al Thanyah Fifth","وحدة","350","2026-02-26 17:09:23","3","الثنيه الخامسة","Office","245.39","COMPLETED","مكتب","2905488"
"Property Evaluation","814827","2018","Unit","24","75.7","42","713","تقييم عقار","2018-01-30 00:00:00","Business Bay","وحدة","526","2026-02-26 17:09:23","3","الخليج التجارى","Office","75.7","COMPLETED","مكتب","814827"
"Property Evaluation","4872247.83","2024","Unit","24","221.02","60","3677","تقييم عقار","2024-05-29 00:00:00","Burj Khalifa","وحدة","390","2026-02-26 17:09:23","3","برج خليفة","Flat","221.02","COMPLETED","شقه سكنيه","4872247.83"
"Property Evaluation","13616925","2017","Land","24","1150.05","62","1480","تقييم عقار","2017-02-26 00:00:00","Al Jadaf","ارض","334","2026-02-26 17:09:23","1","الجداف","Commercial","1150.05","COMPLETED","تجارية","13616925"
"Property Evaluation","771965","2018","Unit","24","119.53","60","4411","تقييم عقار","2018-07-10 00:00:00","Wadi Al Safa 5","وحدة","467","2026-02-26 17:09:23","3","وادي الصفا 5","Flat","119.53","COMPLETED","شقه سكنيه","771965"
"Property Evaluation","605962","2015","Unit","24","75.06","60","2779","تقييم عقار","2015-06-10 00:00:00","Nadd Hessa","وحدة","484","2026-02-26 17:09:23","3","ند حصة","Flat","75.06","COMPLETED","شقه سكنيه","605962"
"Property Evaluation","13738970","2022","Land","24","2107.97","63","326","تقييم عقار","2022-01-24 00:00:00","Um Al Sheif","ارض","374","2026-02-26 17:09:23","1","ام الشيف","Residential","2107.97","COMPLETED","سكنية","13738970"
"Property Evaluation","29704811","2018","Land","24","1839.78","63","6423","تقييم عقار","2018-10-14 00:00:00","Al Barsha First","ارض","368","2026-02-26 17:09:23","1","البرشاء الاولى","Residential","1839.76","COMPLETED","سكنية","29704811"
"Property Evaluation","48781689","2025","Land","24","33570.16","64","131","تقييم عقار","2025-01-08 00:00:00","Al Khawaneej First","ارض","396","2026-02-26 17:09:23","1","الخوانيج الأولى","Agricultural","33570.14","COMMITTED","زراعية","48781689"
"Property Evaluation","6500000","2023","Land","24","1410.27","63","8075","تقييم عقار","2023-10-06 00:00:00","Al Jafliya","ارض","328","2026-02-26 17:09:23","1","الجافليه","Residential","1410.27","COMPLETED","سكنية","6500000"
"Property Evaluation","3907295","2018","Land","24","2420","62","1225","تقييم عقار","2018-02-20 00:00:00","Wadi Al Safa 5","ارض","467","2026-02-26 17:09:23","1","وادي الصفا 5","Commercial","2420","COMPLETED","تجارية","3907295"
"Property Evaluation","2000000","2018","Building","24","216","4","7316","تقييم عقار","2018-11-15 00:00:00","Al Yelayiss 1","مبنى","506","2026-02-26 17:09:23","2","اليلايس 1","Villa","216","COMPLETED","فيلا","2000000"
"Property Evaluation","6500000","2024","Land","24","1463.22","63","3029","تقييم عقار","2024-05-06 00:00:00","Al Barsha Third","ارض","369","2026-02-26 17:09:23","1","البرشاء الثالثه","Residential","1463.22","COMPLETED","سكنية","6500000"
"Property Evaluation","4000000","2005","Land","24","59.55","62","51","تقييم عقار","2005-01-29 00:00:00","Al Buteen","ارض","254","2026-02-26 17:09:23","1","البطين","Commercial","59.55","COMPLETED","تجارية","4000000"
"Property Evaluation","4002000","2007","Land","24","1858.99","63","824","تقييم عقار","2007-12-04 00:00:00","Nad Al Hamar","ارض","264","2026-02-26 17:09:23","1","ند الحمر","Residential","1858.99","COMPLETED","سكنية","4002000"
"Property Evaluation","13960500","2013","Land","24","5187.89","63","2478","تقييم عقار","2013-08-14 00:00:00","Al Barshaa South Third","ارض","409","2026-02-26 17:09:23","1","البرشاء جنوب الثالثة","Residential","5187.89","COMPLETED","سكنية","14239704"
"Property Evaluation","42000000","2023","Land","24","1327.49","62","7682","تقييم عقار","2023-09-25 00:00:00","Al Murqabat","ارض","244","2026-02-26 17:09:23","1","المرقبات","Commercial","1327.49","COMPLETED","تجارية","42000000"
"Property Evaluation","5002759","2025","Land","24","422.52","62","3385","تقييم عقار","2025-05-28 00:00:00","Al Karama","ارض","271","2026-02-26 17:09:23","1","الكرامه","Commercial","422.52","COMMITTED","تجارية","5002759"
"Property Evaluation","1876886","2015","Unit","24","102.57","60","3969","تقييم عقار","2015-08-04 00:00:00","Palm Jumeirah","وحدة","410","2026-02-26 17:09:23","3","نخلة جميرا","Flat","102.57","COMPLETED","شقه سكنيه","1876886"
"Property Evaluation","15526388","2025","Land","24","2884.9","63","6744","تقييم عقار","2025-10-15 00:00:00","Wadi Al Safa 2","ارض","464","2026-02-26 17:09:23","1","وادي الصفا 2","Residential","2884.9","COMPLETED","سكنية","15526388"
"Property Evaluation","10381445","2018","Land","24","4052.39","31","1177","تقييم عقار","2018-02-19 00:00:00","Me'Aisem First","ارض","485","2026-02-26 17:09:23","1","معيصم الأول","Hotel","4052.39","COMPLETED","فندق","10381445"
"Property Evaluation","5727859","2025","Land","24","1330.34","null","7173","تقييم عقار","2025-10-31 00:00:00","Nad Al Hamar","ارض","264","2026-02-26 17:09:23","1","ند الحمر","null","1330.34","COMPLETED","null","5727859"
"Property Evaluation","50164214","2017","Land","24","3728.33","62","6719","تقييم عقار","2017-10-31 00:00:00","Al Karama","ارض","271","2026-02-26 17:09:23","1","الكرامه","Commercial","3728.33","COMPLETED","تجارية","50164214"
"Property Evaluation","55658400","2014","Land","24","4309.03","62","4002","تقييم عقار","2014-09-03 00:00:00","Al Nahda First","ارض","355","2026-02-26 17:09:23","1","النهده الاولى","Commercial","4309.03","COMPLETED","تجارية","55658400"
"Property Evaluation","486270.24","2022","Unit","24","68.11","42","485","تقييم عقار","2022-02-02 00:00:00","Al Thanyah Fifth","وحدة","350","2026-02-26 17:09:23","3","الثنيه الخامسة","Office","68.11","COMPLETED","مكتب","486270.24"
"Property Evaluation","968773","2023","Land","24","null","4","4455","تقييم عقار","2023-06-01 00:00:00","Wadi Al Safa 2","ارض","464","2026-02-26 17:09:23","1","وادي الصفا 2","Villa","450.01","COMPLETED","فيلا","968773"
"Property Evaluation","450000","2003","Land","24","334.45","38","156","تقييم عقار","2003-04-05 00:00:00","Abu Hail","ارض","230","2026-02-26 17:09:23","1","ابو هيل","Residential Flats","334","COMPLETED","سكني (شقق)","450000"
"Property Evaluation","11773984","2017","Land","24","546.92","62","6","تقييم عقار","2017-01-02 00:00:00","Al Suq Al Kabeer","ارض","367","2026-02-26 17:09:23","1","السوق الكبير","Commercial","546.92","COMPLETED","تجارية","11773984"
"Property Evaluation","891810","2019","Unit","24","150.64","60","2074","تقييم عقار","2019-06-09 00:00:00","Al Barsha South Fourth","وحدة","441","2026-02-26 17:09:23","3","البرشاء جنوب الرابعة","Flat","150.64","COMPLETED","شقه سكنيه","891810"
"Property Evaluation","3052469","2019","Unit","24","405.12","60","1535","تقييم عقار","2019-04-16 00:00:00","Al Hebiah First","وحدة","444","2026-02-26 17:09:23","3","الحبيه الاولى","Flat","405.12","COMPLETED","شقه سكنيه","3052469"
"Property Evaluation","2800000","2022","Land","24","696.77","63","3299","تقييم عقار","2022-09-13 00:00:00","Mirdif","ارض","232","2026-02-26 17:09:23","1","مردف","Residential","696.77","COMPLETED","سكنية","2800000"
"Property Evaluation","1910400","2007","Land","24","1109.26","63","603","تقييم عقار","2007-08-20 00:00:00","Al Warqa Third","ارض","298","2026-02-26 17:09:23","1","الورقاء الثالثه","Residential","1109.26","COMPLETED","سكنية","1910400"
"Property Evaluation","469069","2020","Unit","24","48.42","112","2243","تقييم عقار","2020-08-31 00:00:00","Business Bay","وحدة","526","2026-02-26 17:09:23","3","الخليج التجارى","Hotel Rooms","48.42","COMPLETED","غرفة فندقية","469069"
"Property Evaluation","3865703","2017","Unit","24","149.64","60","4040","تقييم عقار","2017-06-15 00:00:00","Marsa Dubai","وحدة","330","2026-02-26 17:09:23","3","مرسى دبي","Flat","149.64","COMPLETED","شقه سكنيه","3865703"
"Property Evaluation","6750015","2025","Land","24","1393.55","null","639","تقييم عقار","2025-01-22 00:00:00","Al Warqa First","ارض","297","2026-02-26 17:09:23","1","الورقاء الاولى","null","1393.56","COMMITTED","null","6750015"
"Property Evaluation","3974800","2015","Land","24","388.71","62","5165","تقييم عقار","2015-10-19 00:00:00","Al Muteena","ارض","249","2026-02-26 17:09:23","1","المطينه","Commercial","388.71","COMPLETED","تجارية","3974800"
"Property Evaluation","4400000","2014","Unit","24","275.01","60","4666","تقييم عقار","2014-10-22 00:00:00","Burj Khalifa","وحدة","390","2026-02-26 17:09:23","3","برج خليفة","Flat","275.01","COMPLETED","شقه سكنيه","4400000"
"Property Evaluation","643053.61","2023","Unit","24","117.06","42","7038","تقييم عقار","2023-08-29 00:00:00","Al Thanyah Fifth","وحدة","350","2026-02-26 17:09:23","3","الثنيه الخامسة","Office","117.06","COMPLETED","مكتب","643053.61"
"Property Evaluation","7000000","2003","Land","24","319.49","62","142","تقييم عقار","2003-03-25 00:00:00","Al Dhagaya","ارض","238","2026-02-26 17:09:23","1","الضغايه","Commercial","319.49","COMPLETED","تجارية","7000000"
"Property Evaluation","14270362","2014","Land","24","828.6","62","4290","تقييم عقار","2014-09-24 00:00:00","Al Murqabat","ارض","244","2026-02-26 17:09:23","1","المرقبات","Commercial","828.58","COMPLETED","تجارية","14270362"
"Property Evaluation","1242206600","2015","Land","24","577229","62","5600","تقييم عقار","2015-11-09 00:00:00","Muhaisanah First","ارض","312","2026-02-26 17:09:23","1","محيصنه الاولى","Commercial","200373.63","COMPLETED","تجارية","1242206600"
"Property Evaluation","24000000","2009","Land","24","929.03","63","580","تقييم عقار","2009-06-08 00:00:00","Al Bada","ارض","276","2026-02-26 17:09:23","1","البدع","Residential","943.36","COMPLETED","سكنية","24000000"
"Property Evaluation","2004927","2025","Unit","24","71.64","60","3621","تقييم عقار","2025-06-11 00:00:00","Al Khairan First","وحدة","447","2026-02-26 17:09:23","3","الخيران الأولى","Flat","71.64","COMPLETED","شقه سكنيه","2004927"
"Property Evaluation","20000000","2017","Land","24","2920.31","65","6849","تقييم عقار","2017-11-05 00:00:00","Ras Al Khor Industrial First","ارض","376","2026-02-26 17:09:23","1","راس الخور الصناعيه الاولى","Industrial","2920.31","COMPLETED","صناعية","20000000"
"Property Evaluation","325000000","2023","Land","24","4125.64","62","5192","تقييم عقار","2023-06-12 00:00:00","Al Raffa","ارض","267","2026-02-26 17:09:23","1","الرفاعه","Commercial","4125.64","COMPLETED","تجارية","325000000"
"Property Evaluation","4500000","2015","Land","24","1393.55","63","4444","تقييم عقار","2015-09-03 00:00:00","Al Twar Second","ارض","310","2026-02-26 17:09:23","1","الطوار الثانيه","Residential","1393.55","COMPLETED","سكنية","4500000"
"Property Evaluation","4000000","2023","Land","24","541.17","63","8896","تقييم عقار","2023-11-06 00:00:00","Wadi Al Safa 5","ارض","467","2026-02-26 17:09:23","1","وادي الصفا 5","Residential","541.17","COMPLETED","سكنية","4000000"
"Property Evaluation","520098.4","2025","Unit","24","66.42","60","3671","تقييم عقار","2025-06-12 00:00:00","Me'Aisem First","وحدة","485","2026-02-26 17:09:23","3","معيصم الأول","Flat","66.42","COMPLETED","شقه سكنيه","520098.4"
"Property Evaluation","9756990","2018","Land","24","1648.1","62","3202","تقييم عقار","2018-05-09 00:00:00","Al Khabeesi","ارض","247","2026-02-26 17:09:23","1","الخبيصى","Commercial","1648.1","COMPLETED","تجارية","9756990"
"Property Evaluation","157676000","2015","Land","24","3662.15","38","700","تقييم عقار","2015-02-18 00:00:00","Marsa Dubai","ارض","330","2026-02-26 17:09:23","1","مرسى دبي","Residential Flats","3662.15","COMPLETED","سكني (شقق)","157676000"
"Property Evaluation","13000000","2003","Land","24","678.19","62","261","تقييم عقار","2003-05-20 00:00:00","Al Raffa","ارض","267","2026-02-26 17:09:23","1","الرفاعه","Commercial","678.19","COMPLETED","تجارية","13000000"
"Property Evaluation","706510.91","2025","Unit","24","59.92","101","1050","تقييم عقار","2025-02-05 00:00:00","Jabal Ali First","وحدة","445","2026-02-26 17:09:23","3","جبل علي الأولى","Hotel Apartment","59.92","COMPLETED","شقة فندقية","706510.91"
"Property Evaluation","648886","2015","Unit","24","78.29","60","300","تقييم عقار","2015-01-19 00:00:00","Wadi Al Safa 5","وحدة","467","2026-02-26 17:09:23","3","وادي الصفا 5","Flat","78.29","COMPLETED","شقه سكنيه","648886"
"Property Evaluation","515155","2022","Unit","24","92.21","60","1006","تقييم عقار","2022-03-09 00:00:00","Nadd Hessa","وحدة","484","2026-02-26 17:09:23","3","ند حصة","Flat","92.21","COMPLETED","شقه سكنيه","515155"
"Property Evaluation","10371932","2020","Land","24","1376.55","62","3264","تقييم عقار","2020-12-06 00:00:00","Al Satwa","ارض","266","2026-02-26 17:09:23","1","السطوه","Commercial","1376.54","COMPLETED","تجارية","10371932"
"Property Evaluation","9297200","2006","Land","24","426.61","62","1030","تقييم عقار","2006-12-25 00:00:00","Al Suq Al Kabeer","ارض","367","2026-02-26 17:09:23","1","السوق الكبير","Commercial","426.63","COMPLETED","تجارية","9297200"
"Property Evaluation","2466844.65","2023","Unit","24","166.09","60","9523","تقييم عقار","2023-11-30 00:00:00","Palm Jumeirah","وحدة","410","2026-02-26 17:09:23","3","نخلة جميرا","Flat","166.09","COMPLETED","شقه سكنيه","2466844.65"
"Property Evaluation","9795661","2019","Land","24","2166.78","63","2628","تقييم عقار","2019-07-28 00:00:00","Wadi Al Safa 3","ارض","465","2026-02-26 17:09:23","1","وادي الصفا 3","Residential","2166.78","COMPLETED","سكنية","9795661"
"Property Evaluation","1093784","2020","Unit","24","169.36","60","269","تقييم عقار","2020-01-27 00:00:00","Wadi Al Safa 3","وحدة","465","2026-02-26 17:09:23","3","وادي الصفا 3","Flat","167.9","COMPLETED","شقه سكنيه","1093784"
"Property Evaluation","966425","2018","Unit","24","49.88","60","1543","تقييم عقار","2018-03-06 00:00:00","Marsa Dubai","وحدة","330","2026-02-26 17:09:23","3","مرسى دبي","Flat","49.88","COMPLETED","شقه سكنيه","966425"
"Property Evaluation","4000000","2012","Land","24","947.15","62","1228","تقييم عقار","2012-07-24 00:00:00","Al Muteena","ارض","249","2026-02-26 17:09:23","1","المطينه","Commercial","947.15","COMPLETED","تجارية","4000000"
"Property Evaluation","242542055","2025","Land","24","56332.29","null","1239","تقييم عقار","2025-02-12 00:00:00","Al Goze Industrial Third","ارض","309","2026-02-26 17:09:23","1","القوز الصناعيه الثالثه","null","56332.29","COMMITTED","null","242542055"
"Property Evaluation","22883400","2014","Land","24","3543.23","15","765","تقييم عقار","2014-02-18 00:00:00","Al Barsha Second","ارض","393","2026-02-26 17:09:23","1","البرشاء الثانيه","General Authority","3716.11","COMPLETED","هيئة عامة","22883400"
"Property Evaluation","32549092","2026","Land","24","2419.13","62","713","تقييم عقار","2026-02-02 00:00:00","Palm Deira","ارض","432","2026-02-26 17:09:23","1","نخلة ديرة","Commercial","2419.13","COMPLETED","تجارية","32549092"
"Property Evaluation","3981001","2017","Land","24","2465.65","62","2125","تقييم عقار","2017-03-23 00:00:00","Wadi Al Safa 5","ارض","467","2026-02-26 17:09:23","1","وادي الصفا 5","Commercial","2465.65","COMPLETED","تجارية","3981001"
"Property Evaluation","8000000","2012","Land","24","951.05","63","2005","تقييم عقار","2012-11-05 00:00:00","Um Suqaim Second","ارض","304","2026-02-26 17:09:23","1","ام سقيم الثانيه","Residential","951.05","COMPLETED","سكنية","8000000"
"Property Evaluation","300000000","2007","Land","24","929.03","62","394","تقييم عقار","2007-05-28 00:00:00","Trade Center First","ارض","341","2026-02-26 17:09:23","1","المركز التجارى الاولى","Commercial","929.03","COMPLETED","تجارية","300000000"
"Property Evaluation","1105877.84","2022","Unit","24","150.46","60","5441","تقييم عقار","2022-12-09 00:00:00","Mirdif","وحدة","232","2026-02-26 17:09:23","3","مردف","Flat","150.46","COMPLETED","شقه سكنيه","1105877.84"
"Property Evaluation","1045476.55","2024","Unit","24","77.56","60","5612","تقييم عقار","2024-08-21 00:00:00","Marsa Dubai","وحدة","330","2026-02-26 17:09:23","3","مرسى دبي","Flat","77.56","COMPLETED","شقه سكنيه","1045476.55"
"Property Evaluation","2100000","2014","Unit","24","131.18","60","5629","تقييم عقار","2014-12-29 00:00:00","Burj Khalifa","وحدة","390","2026-02-26 17:09:23","3","برج خليفة","Flat","131.18","COMPLETED","شقه سكنيه","2100000"
"Property Evaluation","8000000","2018","Land","24","285.96","63","1172","تقييم عقار","2018-02-19 00:00:00","Hor Al Anz","ارض","233","2026-02-26 17:09:23","1","هور العنز","Residential","285.96","COMPLETED","سكنية","8000000"
"Property Evaluation","1056455","2016","Unit","24","81.79","60","179","تقييم عقار","2016-01-12 00:00:00","Al Thanyah Fifth","وحدة","350","2026-02-26 17:09:23","3","الثنيه الخامسة","Flat","81.79","COMPLETED","شقه سكنيه","1056455"
"Property Evaluation","120379518","2017","Land","24","10166.94","62","6322","تقييم عقار","2017-10-16 00:00:00","Jumeirah First","ارض","317","2026-02-26 17:09:23","1","جميرا الاولى","Commercial","10166.94","COMPLETED","تجارية","120379518"
"Property Evaluation","650000","2003","Land","24","334.45","63","393","تقييم عقار","2003-08-24 00:00:00","Abu Hail","ارض","230","2026-02-26 17:09:23","1","ابو هيل","Residential","334.45","COMPLETED","سكنية","650000"
"Property Evaluation","22000000","2019","Land","24","12337.74","62","4125","تقييم عقار","2019-12-08 00:00:00","Dubai Investment Park First","ارض","458","2026-02-26 17:09:23","1","مجمع دبي للاستثمار الاول","Commercial","12338.17","COMPLETED","تجارية","22000000"
"Property Evaluation","9337554","2018","Land","24","1084.36","62","6491","تقييم عقار","2018-10-15 00:00:00","Al Jadaf","ارض","334","2026-02-26 17:09:23","1","الجداف","Commercial","2275","COMPLETED","تجارية","9337554"
"Property Evaluation","416152.44","2025","Unit","24","31.05","101","3551","تقييم عقار","2025-06-09 00:00:00","Jabal Ali First","وحدة","445","2026-02-26 17:09:23","3","جبل علي الأولى","Hotel Apartment","31.05","COMPLETED","شقة فندقية","416152.44"
